Date,Production & Import Tax (B),Corporate Income Tax (B),Personal Income Tax (B),Taxes from ROW (B),Total Tax Receipts (B),Sum Known Components,Other Taxes (B),Personal Income Tax (%),Corporate Income Tax (%),Production & Import Tax (%),Taxes from ROW (%),Other Taxes (%)
2007-07-01,24.382,314.617,1179.259,13.054724412662505,1602.248,1531.3127244126626,70.9352755873374,73.60027910785347,19.63597395659099,1.5217369595718016,0.814775516191158,4.4272344597925795
2007-10-01,24.099,296.157,1194.411,15.589861530742644,1602.775,1530.2568615307425,72.51813846925756,74.52143937857778,18.477765126109404,1.5035797289076758,0.972679354915234,4.52453641148992
2008-01-01,22.912,241.721,1201.739,14.088796450881958,1551.383,1480.460796450882,70.92220354911797,77.46243190753025,15.581000952053747,1.4768757940495674,0.9081443106493985,4.571547035717032
2008-04-01,23.399,227.113,1191.342,14.071479525177002,1528.239,1455.9254795251773,72.31352047482278,77.9552151201481,14.86109175331869,1.5311086812991948,0.9207643258140253,4.731820119419985
2008-07-01,23.986,211.528,1173.67,14.566890702552797,1494.271,1423.750890702553,70.52010929744688,78.54465488522497,14.155932893029444,1.6051974507970777,0.9748493213448429,4.719365449603645
2008-10-01,23.69,127.48,1139.774,19.462229179912566,1384.171,1310.4062291799125,73.7647708200875,82.34343878032409,9.20984473739155,1.7114937388516303,1.4060567068601035,5.329166036572612
2009-01-01,21.247,122.734,921.233,13.967642809986115,1144.195,1079.181642809986,65.01335719001395,80.51363622459459,10.726668094162271,1.8569387211096011,1.2207397174420547,5.682017242691495
2009-04-01,23.129,138.944,855.509,14.077500255851747,1102.464,1031.6595002558518,70.80449974414819,77.59972207709276,12.60304191338674,2.097936984790433,1.276912466606778,6.422386558123276
2009-07-01,23.428,159.402,841.998,12.78884875376892,1104.113,1037.616848753769,66.49615124623097,76.26012917156125,14.437109245158783,2.1218842636577957,1.1582916561773042,6.022585663444861
2009-10-01,23.58,190.77,847.467,13.986045501213074,1143.889,1075.803045501213,68.0859544987868,74.08647167688474,16.677317466991994,2.061388823565923,1.2226750586125992,5.952146973944745
2010-01-01,22.819,204.712,903.375,13.13562582298279,1213.369,1144.0416258229827,69.32737417701719,74.45179496097231,16.871372187685694,1.8806315308863175,1.0825747009345708,5.713626619521118
2010-04-01,23.647,212.162,935.221,13.868874550651551,1257.379,1184.8988745506515,72.4801254493484,74.37860820007333,16.873353221264235,1.8806580991093378,1.1029987418790637,5.764381737674036
2010-07-01,25.337,227.111,958.476,13.51459028048706,1297.148,1224.438590280487,72.7094097195129,73.8910286258777,17.50848785181028,1.9532852072392664,1.0418695692771418,5.605328745795616
2010-10-01,24.977,233.562,977.206,16.470981208820344,1326.495,1252.2159812088205,74.2790187911794,73.66827617141415,17.607454230886663,1.8829320879460536,1.2416919180864117,5.599645591666716
2011-01-01,25.708,228.874,1111.389,14.437437203475953,1458.521,1380.408437203476,78.11256279652389,76.19972561245261,15.692197781176958,1.7626074633138638,0.989868312041853,5.355600831014699
2011-04-01,26.806,227.162,1126.463,14.511755124324798,1476.191,1394.9427551243248,81.24824487567525,76.30875679366694,15.388388087991324,1.8158896782326948,0.9830540305641208,5.50391140954492
2011-07-01,27.962,201.742,1144.227,16.118525996311188,1471.733,1390.0495259963113,81.68347400368862,77.74691469172737,13.707785311602036,1.8999370130315756,1.0952072146449925,5.550155768994011
2011-10-01,28.148,238.033,1140.969,16.993127017196652,1507.169,1424.1431270171965,83.02587298280355,75.70279112694064,15.79338481616859,1.8676074149614277,1.1274865006642687,5.508730141265083
2012-01-01,27.995,261.54,1138.252,16.009889665927886,1529.118,1443.7968896659277,85.32111033407227,74.43846714249652,17.103977587079612,1.8307939609631174,1.0470015829993427,5.5797597264614165
2012-04-01,28.137,275.518,1150.649,16.465239690189364,1556.654,1470.7692396901891,85.88476030981087,73.918096121553,17.69937314265084,1.8075307679163126,1.057732783919186,5.517267183960653
2012-07-01,29.308,280.818,1163.772,16.807785615703583,1575.77,1490.7057856157035,85.06421438429652,73.85417922666379,17.821001795947378,1.8599161045076376,1.0666395232618708,5.39826334961933
2012-10-01,29.723,280.925,1212.867,18.595729640232086,1630.259,1542.110729640232,88.14827035976805,74.39719700980028,17.231924497886535,1.823207232715783,1.1406610630723146,5.407010196525095
2013-01-01,30.086,298.004,1273.533,17.599425923656465,1710.991,1619.2224259236564,91.76857407634361,74.43247802004802,17.417040767601936,1.7583961575484617,1.0286100817395571,5.363474973062021
2013-04-01,30.647,292.92,1296.406,17.661790963565828,1730.865,1637.6347909635658,93.23020903643419,74.8993133491058,16.923330242393256,1.770617581382719,1.020402571174865,5.386336255943369
2013-07-01,32.218,300.576,1308.293,18.556223853412625,1753.758,1659.6432238534126,94.11477614658747,74.59940311034931,17.138966721748382,1.8370835656915039,1.0580834900489478,5.366463112161854
2013-10-01,32.526,302.225,1333.169,19.722422791530608,1783.928,1687.6424227915309,96.28557720846925,74.73222013444489,16.941546968263292,1.8232798633128693,1.1055615916971204,5.397391442281821
2014-01-01,33.622,337.427,1369.11,20.82118769226837,1865.024,1760.9801876922681,104.04381230773174,73.40977917710441,18.09236771215813,1.8027650046326484,1.1164032040482252,5.578684902056582
2014-04-01,33.422,358.973,1389.003,20.01247965748596,1903.372,1801.410479657486,101.96152034251418,72.97590802008224,18.859844528552486,1.7559363067230156,1.0514224049469028,5.35688873969535
2014-07-01,34.994,329.614,1413.271,20.192318422756195,1900.394,1798.0713184227561,102.32268157724388,74.36726278866382,17.344508559803913,1.8414076238927297,1.0625332653521427,5.384287762287393
2014-10-01,34.649,332.584,1443.522,20.41723718612671,1933.008,1831.1722371861267,101.83576281387332,74.6774974547441,17.205515962686135,1.7924912881891848,1.0562417323739326,5.26825356200664
2015-01-01,34.791,345.413,1509.143,21.59531668536758,2017.75,1910.9423166853676,106.80768331463241,74.79335893941271,17.11872134803618,1.7242473051666458,1.0702672127551769,5.293405194629286
2015-04-01,35.651,350.684,1527.675,21.62505548727036,2045.283,1935.6350554872704,109.64794451272951,74.69259755251474,17.14598908806263,1.743083964419594,1.0573136083011672,5.3610157867018655
2015-07-01,35.157,324.673,1540.862,22.53787403876877,2026.616,1923.2298740387687,103.3861259612313,76.03127578189455,16.020449853351597,1.7347637638309377,1.1120939555776115,5.101416645345309
2015-10-01,36.265,295.581,1552.631,22.24535653791046,2013.189,1906.7223565379106,106.46664346208945,77.12296262298274,14.682228047143115,1.8013708598646225,1.1049810294965081,5.288457440513009
2016-01-01,34.344,310.829,1526.778,23.780408616558073,2001.701,1895.7314086165582,105.96959138344187,76.2740289383879,15.528243229133624,1.7157407624815095,1.1880100282988355,5.293977041698128
2016-04-01,33.579,314.735,1536.722,23.372109165950775,2011.666,1908.4081091659507,103.25789083404925,76.39051413107345,15.64548985766027,1.6692134777840855,1.1618285125836383,5.132954020898561
2016-07-01,34.794,322.641,1553.784,23.42446341476822,2036.51,1934.6434634147686,101.86653658523142,76.29640905274219,15.842838974520134,1.7085111293340074,1.150225798781652,5.002015044621996
2016-10-01,34.552,299.247,1574.5,24.42252256105804,2034.647,1932.721522561058,101.92547743894193,77.38443081281422,14.707563523304042,1.6981815518859047,1.2003321736428012,5.009491938353038
2017-01-01,31.43,211.766,1579.976,24.11652320058823,1943.31,1847.2885232005885,96.0214767994114,81.30334326484196,10.897180583643372,1.6173436044686642,1.2410023722714456,4.941130174774555
2017-04-01,32.314,225.749,1600.122,24.578497408561706,1982.371,1882.763497408562,99.6075025914381,80.71758515434296,11.387828009994092,1.630068236470368,1.2398535596294389,5.024665039563135
2017-07-01,33.596,241.489,1623.213,24.87658826578903,2021.546,1923.174588265789,98.37141173421105,80.29562522940364,11.945758345345592,1.661896390188499,1.2305724562186084,4.86614757884367
2017-10-01,34.094,242.376,1649.082,25.789729969459536,2051.989,1951.3417299694597,100.64727003054031,80.36505068984289,11.811759224830153,1.6615098813882532,1.2568161900214638,4.904864013917243
2018-01-01,36.966,215.492,1597.314,25.25451715163422,1987.756,1875.0265171516342,112.72948284836593,80.35764953042526,10.840968408597433,1.8596849915180735,1.2705038823494543,5.6711931871097825
2018-04-01,38.079,229.09,1607.217,25.671111928993223,2017.635,1900.0571119289932,117.57788807100678,79.65846151558632,11.354382730275793,1.8873086559263692,1.2723367670065806,5.827510331204939
2018-07-01,41.447,225.544,1624.814,25.74484030543518,2039.255,1917.5498403054355,121.7051596945646,79.67684276856008,11.060117542926214,2.0324579319408316,1.2624630223015356,5.96811873427132
2018-10-01,46.962,229.696,1627.818,26.991443477863314,2069.109,1931.4674434778633,137.64155652213663,78.67241406808438,11.101203464873045,2.269672598205315,1.3044959679680148,6.652213900869246
2019-01-01,42.525,197.363,1681.871,26.414458183586124,2079.842,1948.1734581835863,131.66854181641384,80.86532534682924,9.489326593077744,2.044626466818152,1.2700223470622347,6.330699246212637
2019-04-01,41.501,205.603,1686.705,26.808486441421508,2088.037,1960.6174864414215,127.41951355857827,80.77945936781772,9.846712486416669,1.9875605652581827,1.2839085917261768,6.102358988781247
2019-07-01,45.469,206.911,1699.755,27.083786247882845,2110.233,1979.2187862478831,131.01421375211703,80.54821434410323,9.805125784688231,2.154690974882868,1.283450038355141,6.208518857970518
2019-10-01,45.42,231.928,1736.162,27.593951800159452,2173.772,2041.1039518001596,132.6680481998403,79.86863387696594,10.669380229389283,2.0894555638769843,1.2694041417480515,6.103126188019734
2020-01-01,44.855,192.531,1754.972,28.46242501062012,2159.532,2020.82042501062,138.7115749893801,81.266311404508,8.915403893065719,2.0770704022908664,1.3179904261951254,6.423223873940284
2020-04-01,31.825,199.682,1621.811,27.46164766002273,1977.89,1880.7796476600226,97.11035233997745,81.99702713497716,10.095708052520616,1.6090379141408269,1.3884314931579982,4.909795405203396
2020-07-01,38.464,257.725,1736.714,27.850677807594302,2170.988,2060.753677807594,110.23432219240567,79.99648086493339,11.871323102661096,1.7717278953177078,1.2828572892892223,5.077610847798591
2020-10-01,40.206,250.997,1850.263,29.40765865052414,2288.481,2170.8736586505242,117.60734134947597,80.85114099701941,10.967842861706083,1.7568858994241159,1.285029617922287,5.139100623928098
2021-01-01,39.336,279.95,1993.654,30.31480534748459,2465.136,2343.2548053474843,121.88119465251566,80.87399640425518,11.356371413179637,1.5956928948341997,1.2297416997473807,4.94419758798361
2021-04-01,44.423,339.254,2093.933,30.603485299259184,2644.988,2508.213485299259,136.77451470074084,79.16606805021422,12.82629637639188,1.6795161263491558,1.157036829628686,5.171082617416066
2021-07-01,47.281,348.713,2176.058,31.468737698745723,2740.565,2603.520737698746,137.0442623012541,79.40180218312646,12.7241280538867,1.7252281919969057,1.148257300912247,5.0005842700776695
2021-10-01,49.523,373.985,2246.847,32.72407774341965,2849.597,2703.07907774342,146.51792225658028,78.8478862098746,13.124136500705186,1.7378948672391217,1.1483756384997474,5.141706783681351
2022-01-01,50.63,385.017,2595.453,33.987491908069615,3222.172,3065.0874919080698,157.08450809193027,80.54979684510944,11.948989687701339,1.5713003526813591,1.0548006719712546,4.8751124425365955
2022-04-01,51.856,425.572,2600.369,33.952013072734836,3271.182,3111.749013072735,159.43298692726466,79.49325350897628,13.009731650516542,1.5852373851409065,1.0379126894417625,4.873864765924509
2022-07-01,51.656,416.917,2626.148,33.66824263551331,3277.537,3128.3892426355133,149.14775736448655,80.12565533203745,12.720436107967659,1.5760615364525252,1.027242183246545,4.550604840295824
2022-10-01,47.599,419.327,2599.384,34.022094792736056,3240.805,3100.3320947927364,140.47290520726347,80.20797301904928,12.938976581435785,1.4687400198407494,1.0498038232086182,4.334506556465553
2023-01-01,44.388,419.217,2265.621,34.783184405979156,2900.169,2764.0091844059793,136.15981559402053,78.12030954058196,14.45491624798417,1.5305314966127836,1.199350258760064,4.6948924560610275
2023-04-01,43.799,415.489,2262.625,35.45208769577027,2891.709,2757.3650876957704,134.34391230422943,78.24525220207151,14.368285328848787,1.5146406502175702,1.2259908481721455,4.645830970689977
2023-07-01,44.874,428.441,2282.401,35.34146033178712,2921.203,2791.0574603317864,130.1455396682136,78.1322284004227,14.666594550258916,1.5361479500055286,1.2098255524106718,4.455203546902204
2023-10-01,43.933,442.673,2303.629,37.29126851264954,2959.161,2827.526268512649,131.63473148735102,77.84736957536275,14.95940910278285,1.4846437892362059,1.2601973502844062,4.4483801823338105
2024-01-01,44.63,472.258,2343.044,37.02501755624772,3033.756,2896.9570175562476,136.79898244375227,77.23244717109748,15.566775970117572,1.471113695366404,1.220434918175612,4.5092282452429355
2024-04-01,44.34,495.256,2383.776,38.38695888111115,3098.577,2961.758958881111,136.81804111888914,76.93131395476051,15.98333686721356,1.4309794463716732,1.2388576717993822,4.4155120598548665
2024-07-01,48.451,490.558,2423.389,37.92216350202942,3141.087,3000.3201635020296,140.76683649797042,77.15128552631622,15.61745981566254,1.5424915005537891,1.2072942743078883,4.481468883159569
2024-10-01,47.71,508.568,2462.759,39.89090961733627,3202.119,3058.9279096173364,143.1910903826638,76.91028971752768,15.88223298384601,1.489950873156182,1.245765994872029,4.471760430598107
2025-01-01,49.352,469.186,2538.295,39.76733607333755,3246.051,3096.6003360733375,149.4506639266624,78.19639925558779,14.454055096484927,1.5203704439640657,1.225098930156598,4.6040762738066165
2025-04-01,91.368,469.735,2579.551,41.24308134350586,3462.724,3181.8970813435058,280.8269186564944,74.49484856430948,13.565476197352142,2.638616303234101,1.1910588699389804,8.110000065165297
